order_id,product_id,add_to_cart_order,reordered
158280,29487,9,1
158280,30502,10,0
158280,49683,11,0
160357,46676,1,1
160357,24852,2,1
160357,47766,3,1
160357,42265,4,1
160357,20920,5,1
160357,8277,6,1
160357,8518,7,1
160357,35221,8,1
160357,45747,9,1
160357,32465,10,1
160357,2361,11,0
160357,22828,12,0
160357,47626,13,1
160357,26209,14,1
160357,20114,15,1
160357,28156,16,1
160357,44632,17,1
160610,9124,1,1
160610,34448,2,1
160610,42450,3,1
160610,9290,4,0
160610,28431,5,0
160610,22559,6,1
160816,10448,1,0
160816,4606,2,1
160816,27701,3,1
160816,40910,4,0
161114,11777,1,1
161114,36865,2,1
161114,34126,3,0
161114,7781,4,1
161114,117,5,1
161114,20632,6,1
161114,25747,7,1
161114,4656,8,1
161114,39024,9,1
161114,16797,10,1
161114,39121,11,1
161114,48720,12,0
161114,8424,13,0
161114,16387,14,0
161114,43772,15,1
161782,24852,1,1
161782,4920,2,1
161782,40723,3,1
161782,11777,4,1
161782,19478,5,1
161782,34551,6,1
161782,44359,7,0
161782,29898,8,1
161782,31433,9,1
161782,21137,10,0
161782,32959,11,1
162089,47532,1,1
162089,40332,2,0
162089,31958,3,0
162089,3512,4,0
162089,23744,5,0
162089,12817,6,0
162089,28560,7,1
162089,14942,8,0
162089,43704,9,0
162089,46513,10,0
162089,15290,11,0
162089,24184,12,0
162089,21938,13,0
162089,24852,14,1
162089,34407,15,0
162089,20896,16,0
162089,47766,17,1
162089,1503,18,0
162089,3481,19,0
162089,47962,20,1
162089,38236,21,0
162089,19068,22,1
162281,8424,1,0
162281,48679,2,1
162281,28849,3,0
162281,31717,4,0
162281,24830,5,1
162281,13176,6,1
162281,10749,7,1
162819,3873,1,1
162819,13643,2,1
162819,47766,3,1
162819,43645,4,1
162819,24184,5,1
162891,47209,1,1
162891,35072,2,1
162891,41950,3,1
162891,30391,4,0
162891,24489,5,1
162891,38567,6,1
162891,37053,7,1
162891,1757,8,1
162891,3583,9,1
162891,9337,10,1
162891,1103,11,1
162891,39462,12,0
162891,28207,13,1
163382,49198,1,1
163382,47518,2,1
163382,28511,3,1
163382,19863,4,1
163382,23341,5,1
163382,31585,6,0
163382,990,7,0
163382,40668,8,1
163919,8277,1,1
163919,3529,2,1
163919,17334,3,1
163919,22548,4,0
163919,32691,5,0
163919,15866,6,0
163919,47284,7,0
163919,22890,8,0
163919,4195,9,0
163919,17449,10,0
163919,46686,11,1
163919,32085,12,0
163937,24852,1,1
163937,49235,2,1
163937,12107,3,1
163937,39067,4,1
163937,3896,5,1
163937,47209,6,0
163937,41290,7,1
163937,46654,8,1
163937,16185,9,1
163937,31040,10,1
163937,29307,11,1
163937,10385,12,0
163937,44303,13,0
163937,25659,14,0
163937,35951,15,0
163937,45229,16,0
163937,18471,17,0
163937,39054,18,0
163937,25134,19,0
163986,19348,1,1
163986,38453,2,1
163986,29392,3,1
163986,47050,4,1
163986,28829,5,0
163986,40310,6,1
163986,27147,7,0
163986,5189,8,0
163986,48949,9,1
164155,49235,1,1
164155,24852,2,0
164155,23909,3,1
164902,44961,1,1
165746,47744,1,0
165746,26720,2,0
165746,30021,3,0
165746,33290,4,0
165746,27850,5,0
165746,49269,6,0
165766,13176,1,1
165766,12732,2,0
165766,12341,3,0
165766,44580,4,1
165766,8571,5,1
165766,21137,6,1
165766,43352,7,1
165766,21288,8,1
165766,30720,9,1
166087,35914,1,1
166087,13176,2,0
166087,11520,3,0
166087,32665,4,0
166087,20382,5,0
166087,7146,6,0
166087,26454,7,0
166087,20754,8,0
167149,39877,1,0
167149,41220,2,0
167149,26032,3,0
167149,16848,4,1
167149,16174,5,1
167149,3213,6,1
167149,26873,7,1
167149,13176,8,1
167149,39928,9,1
167160,38693,1,1
167160,34530,2,1
167160,7948,3,1
167160,49113,4,0
167160,34358,5,1
168034,13176,1,1
168034,14462,2,1
168034,24497,3,1
168034,46979,4,1
168034,15984,5,1
168034,25472,6,1
168034,9092,7,1
168034,7598,8,1
168034,31635,9,1
168034,43988,10,0
168034,48116,11,0
168034,37646,12,1
168034,4920,13,0
168034,39877,14,0
168034,46906,15,0
168034,41844,16,1
168034,10335,17,0
168034,23715,18,0
168550,19057,1,1
168550,46317,2,1
168550,1726,3,1
168550,39041,4,0
168595,25170,1,0
168595,16696,2,1
168595,13265,3,0
168595,8859,4,1
168595,20955,5,1
168595,24037,6,1
168595,6195,7,1
168628,27845,1,0
168628,29898,2,0
168628,12320,3,0
168628,28993,4,0
168628,44359,5,0
168628,24382,6,0
168628,34394,7,0
168628,22031,8,0
168661,48455,1,1
168661,5550,2,0
168661,21225,3,1
168661,47209,4,1
168661,33129,5,0
168661,37274,6,1
168661,16494,7,1
168661,47865,8,0
168661,27471,9,0
168661,24184,10,1
168661,10151,11,1
168661,37726,12,1
168661,44950,13,0
168713,13083,1,1
168713,39408,2,1
168713,24852,3,1
168713,35378,4,1
168713,34050,5,1
168782,43875,1,1
168782,48047,2,1
168782,45113,3,1
168782,7049,4,1
168782,47231,5,1
168782,13843,6,1
168782,32961,7,1
168782,13966,8,1
168782,4519,9,1
168782,16759,10,1
168782,32965,11,1
168970,13848,1,0
168970,12085,2,0
168970,37966,3,0
168970,2132,4,0
168970,21938,5,0
168970,2295,6,0
168970,15290,7,0
168970,15816,8,0
168970,17804,9,0
168970,46979,10,0
170737,42193,1,1
170737,11068,2,1
170737,14929,3,0
170737,2078,4,0
170737,9969,5,1
170737,37158,6,1
170737,13640,7,1
170737,37646,8,1
170737,9839,9,1
170737,13176,10,1
170737,25138,11,1
170737,42265,12,1
170737,31730,13,1
170737,5194,14,0
170737,49192,15,0
170737,21903,16,1
170737,10814,17,0
170737,30720,18,0
170737,48857,19,1
170737,30391,20,0
170737,26282,21,0
170737,32293,22,0
173996,34862,1,1
173996,40285,2,1
175037,31282,1,1
175037,24521,2,1
175037,35951,3,1
175037,13176,4,1
175037,18362,5,1
175037,16083,6,1
175037,34584,7,1
175037,37158,8,1
175037,48523,9,0
175037,16965,10,0
175037,38647,11,1
175037,42397,12,0
175549,23734,1,1
175549,27237,2,1
175549,29921,3,1
175549,23431,4,0
175549,12149,5,1
175549,36923,6,1
175549,9199,7,1
175549,25075,8,1
175549,24852,9,1
175755,37542,1,1
175755,48154,2,1
175755,24852,3,1
175755,1689,4,1
175755,16953,5,0
175755,44234,6,0
175755,25804,7,1
175755,37145,8,0
175755,15269,9,0
175755,43867,10,0
175755,46903,11,0
175755,33343,12,0
175755,352,13,0
175755,35546,14,0
175755,21150,15,0
175755,41909,16,0
175755,13755,17,0
175755,10613,18,0
175755,33129,19,0
175755,38653,20,1
175903,1567,1,0
175903,46868,2,1
175903,32230,3,0
175903,41950,4,0
175903,47626,5,0
175903,44142,6,0
175903,38817,7,0
175903,8501,8,0
175903,14104,9,0
175903,47866,10,1
175903,42987,11,1
175903,22120,12,0
175903,723,13,0
175903,37731,14,1
175903,12713,15,0
175903,29204,16,1
175903,21641,17,0
175903,9409,18,0
175903,11331,19,0
175903,31120,20,0
175903,8385,21,0
179384,27096,1,1
179384,24852,2,1
179384,24235,3,1
179384,30597,4,1
179384,36393,5,1
179384,17616,6,1
179384,40623,7,1
179384,4006,8,1
179384,19488,9,1
179384,43409,10,1
179384,4920,11,1
179384,7644,12,1
179384,32734,13,1
179384,39028,14,1
179384,28157,15,1
179384,24382,16,0
179384,41273,17,0
179384,36260,18,1
179384,34321,19,1
179384,19389,20,1
179384,7166,21,1
179384,18219,22,1
179467,27845,1,1
180844,2380,1,0
180844,38553,2,0
180844,7485,3,1
180844,16570,4,0
180844,38003,5,0
180844,12974,6,0
181702,41276,1,0
181702,39947,2,1
181702,43967,3,1
181702,17758,4,0
181702,30353,5,1
181894,4377,1,1
181894,4889,2,1
181894,32239,3,1
181894,23810,4,1
181894,35321,5,1
181894,34487,6,1
181894,6473,7,1
181894,26283,8,1
181894,41950,9,1
181894,8153,10,1
181894,36186,11,0
181894,45608,12,0
181894,29487,13,1
181894,18359,14,0
181894,24852,15,1
181894,12703,16,0
181894,5449,17,1
182299,37710,1,1
183915,1330,1,1
183915,9623,2,1
183915,45622,3,1
183915,28427,4,1
183915,2855,5,0
183915,34183,6,0
183915,15663,7,0
183915,30391,8,0
183915,21137,9,0
183915,39275,10,0
183915,5450,11,0
183915,16668,12,0
184189,48299,1,1
184189,41273,2,1
184189,10895,3,1
184189,28421,4,1
184189,311,5,0
184189,9364,6,1
184189,5450,7,1
184189,7883,8,0
184189,30720,9,1
184189,2255,10,0
184189,18557,11,0
184727,44479,1,1
184727,40153,2,1
184727,46584,3,1
184727,31343,4,0
184727,14992,5,0
184727,31725,6,0
184727,42192,7,0
184727,37609,8,1
184727,16797,9,0
184727,17122,10,1
184727,13909,11,0
184727,3069,12,0
184727,27360,13,1
184727,18104,14,0
184727,23410,15,0
185262,8859,1,1
185262,196,2,1
185262,7989,3,0
185731,43891,1,0
185731,44053,2,0
185731,4256,3,0
185731,11371,4,0
185731,7179,5,0
185731,45208,6,0
185871,38293,1,1
185871,43394,2,1
185871,44632,3,1
185871,29987,4,1
185871,40683,5,1
185871,33731,6,0
185871,34358,7,0
185871,2537,8,0
185871,45007,9,0
185871,9337,10,0
185871,16033,11,0
185871,18531,12,0
185871,45543,13,0
185871,24382,14,0
185871,38772,15,0
185871,20114,16,0
185871,40593,17,0
185871,48679,18,0
185871,23805,19,0
185871,31343,20,0
185871,42701,21,1
185871,34969,22,1
185871,31717,23,0
185871,7628,24,0
185871,5450,25,0
185871,6135,26,0
185951,38526,1,1
185951,19678,2,1
185951,23734,3,0
185951,8006,4,1
185951,34126,5,1
185951,49235,6,0
185951,12456,7,1
185951,27325,8,1
186233,44245,1,0
186233,44116,2,0
186233,44098,3,0
186233,41047,4,0
186233,27730,5,0
186233,46041,6,0
186233,15869,7,0
186233,5385,8,0
186233,40706,9,0
186233,36849,10,0
186233,31553,11,0
186233,5876,12,0
186233,2735,13,0
186233,14992,14,0
186233,42443,15,0
186233,44560,16,0
186233,16254,17,0
186233,47209,18,0
186233,43967,19,0
186233,6348,20,0
186233,2481,21,0
186233,45608,22,0
186233,27797,23,0
186233,33095,24,0
186233,30659,25,0
186814,329,1,1
186814,13176,2,1
186814,11185,3,1
186814,21134,4,1
186814,37388,5,1
186814,16797,6,1
186814,23029,7,1
186814,46313,8,1
186814,23044,9,1
186814,26604,10,1
186814,42265,11,1
186814,4983,12,1
186814,24373,13,1
186814,9339,14,1
186814,27966,15,1
186814,10385,16,1
187673,45877,1,1
187673,47499,2,0
187673,27288,3,0
189275,10326,1,1
189275,31985,2,1
189275,9839,3,1
189275,5068,4,1
189941,33852,1,1
189941,25554,2,1
189941,16419,3,1
189941,48894,4,1
189941,25825,5,1
189941,20378,6,0
190482,26165,1,1
190482,24838,2,1
190482,33198,3,1
190482,42240,4,1
190482,4374,5,0
190482,1217,6,1
192226,39411,1,0
192226,24777,2,0
192226,16221,3,0
192226,16953,4,1
192226,20328,5,1
193241,47144,1,1
193241,432,2,1
193241,9076,3,1
193241,45578,4,0
193241,43068,5,1
193241,36777,6,0
193494,26209,1,0
193494,32537,2,0
193494,46294,3,0
193494,26369,4,0
193494,39928,5,0
194764,329,1,0
194764,21903,2,1
194764,2078,3,1
194764,9515,4,1
194764,28309,5,1
194764,39411,6,0
194764,17948,7,1
194764,18670,8,1
194780,4605,1,1
194780,5782,2,0
194780,36685,3,0
194780,49098,4,0
194780,45200,5,0
194780,38400,6,0
194894,25985,1,0
194894,20916,2,1
194894,43965,3,1
195357,1631,1,1
195357,26459,2,0
195357,38371,3,1
195357,11511,4,1
195357,47877,5,0
195357,34531,6,0
195674,21903,1,1
195674,22260,2,1
195674,43014,3,1
195674,7021,4,1
195674,6291,5,1
195674,23586,6,1
195674,5479,7,1
195989,32403,1,1
196261,47209,1,1
196261,780,2,1
196261,36821,3,1
196261,2726,4,1
196261,35951,5,1
196261,12442,6,1
196261,162,7,1
196261,44097,8,1
196261,40397,9,1
196261,27966,10,1
196261,32655,11,1
196261,27845,12,1
196261,46226,13,1
196261,18656,14,1
196261,42445,15,1
196261,11781,16,1
196261,27544,17,1
196261,21903,18,1
196261,13176,19,1
196261,10246,20,1
196261,34126,21,1
196261,12419,22,1
196261,27750,23,1
196261,31506,24,0
196261,28420,25,1
196261,45535,26,0
196261,28628,27,1
196261,28122,28,1
196261,13779,29,1
196261,3884,30,0
196429,35221,1,1
196429,26620,2,0
196429,40763,3,0
196429,22151,4,1
196429,14129,5,0
196429,33731,6,0
196429,42625,7,0
196429,46654,8,1
196429,16349,9,1
196429,13176,10,0
196429,35819,11,0
196429,30450,12,0
196429,25072,13,0
196429,25513,14,0
197033,6644,1,1
197033,6077,2,1
197033,22462,3,0
197033,44042,4,1
198176,19068,1,1
198176,19677,2,1
198176,9047,3,0
198176,9725,4,0
198176,39858,5,0
198176,24852,6,1
198176,22825,7,0
198176,45066,8,0
198176,5201,9,0
198176,13409,10,1
198176,8479,11,1
198176,19019,12,0
198176,25824,13,0
198176,2825,14,0
198176,14335,15,0
198176,20754,16,0
198700,13176,1,1
198700,21137,2,1
198700,39275,3,0
198700,39877,4,1
198700,18883,5,0
198700,26925,6,0
198700,41488,7,0
198700,5757,8,1
198700,39363,9,1
198700,19821,10,0
198700,24838,11,1
198700,25466,12,0
198845,35165,1,0
199959,18027,1,1
199959,35628,2,1
199959,24838,3,1
199959,24489,4,1
199959,3142,5,1
199959,37029,6,1
199959,18465,7,1
199959,23801,8,1
199959,13176,9,1
199959,29993,10,1
199959,19048,11,1
199959,29662,12,1
199959,21616,13,1
199959,40706,14,1
199959,48679,15,1
199959,28199,16,1
200538,5770,1,0
200538,4515,2,0
200538,1037,3,0
200538,46041,4,0
200538,1582,5,0
200538,49381,6,0
200538,19327,7,0
200538,13536,8,0
200538,41674,9,0
200538,36086,10,0
200538,16020,11,0
200538,36368,12,0
200538,46222,13,1
200538,27213,14,0
200538,29956,15,0
200538,24908,16,0
200538,20021,17,0
200538,4309,18,0
200538,11348,19,0
200538,32499,20,0
200538,34680,21,0
200538,42320,22,0
200538,41660,23,0
200538,37247,24,0
200538,11121,25,0
200538,14499,26,0
200538,44245,27,0
200538,30695,28,0
200538,38819,29,1
200538,470,30,0
200538,39275,31,0
200538,32880,32,0
200538,4909,33,0
200538,48746,34,0
200538,44234,35,0
200538,19468,36,0
200538,39037,37,0
200538,28993,38,0
200808,10070,1,1
200808,27086,2,1
200808,10558,3,1
200808,30233,4,1
200808,27511,5,1
200808,13176,6,1
200808,17915,7,1
200808,39928,8,1
200808,27966,9,1
200808,27925,10,0
200808,3999,11,0
200808,43961,12,1
200808,24489,13,1
200808,21903,14,1
200808,8053,15,1
200808,21405,16,1
200808,28985,17,1
200808,15872,18,1
200808,26940,19,1
200808,29307,20,1
200808,17284,21,1
200808,12583,22,1
200808,35939,23,1
200808,10749,24,1
200808,32197,25,1
200808,28745,26,1
200808,3843,27,1
200808,17944,28,0
200808,40660,29,0
200808,35163,30,1
200808,28289,31,1
200808,41950,32,1
200808,7398,33,0
200808,1188,34,1
200808,14467,35,1
200808,19816,36,1
200808,48171,37,1
200808,46802,38,1
200808,7806,39,1
200808,44310,40,1
200808,38108,41,1
200808,19677,42,0
202476,22295,1,1
202476,19382,2,1
202476,40709,3,1
202476,28278,4,1
202476,1240,5,1
202476,36554,6,1
202476,39605,7,1
202476,39619,8,0
202476,2966,9,0
202476,15950,10,0
202476,29388,11,0
202476,38837,12,0
202476,18382,13,1
202911,32650,1,0
202911,13187,2,1
202911,6201,3,0
202911,13536,4,0
202911,14168,5,0
202911,26633,6,0
202911,29553,7,1
202911,5077,8,1
202911,35619,9,0
202911,28459,10,0
202911,2103,11,1
202911,6825,12,0
202911,2240,13,1
203090,23288,1,0
203090,14009,2,0
203223,26007,1,1
203223,30850,2,1
203223,41151,3,1
203223,21413,4,1
203223,2666,5,1
203332,40706,1,1
203332,29270,2,0
203332,21903,3,1
203332,4920,4,1
203482,27985,1,1
203482,48015,2,1
203482,15232,3,1
203482,11182,4,1
203482,30169,5,0
203482,13176,6,1
203482,47877,7,0
203482,7443,8,0
203993,10385,1,0
203993,16978,2,1
203993,24799,3,0
203993,45946,4,0
203993,481,5,0
203993,12206,6,0
204513,17952,1,0
204513,21296,2,1
204513,24852,3,1
204513,4920,4,1
204513,23909,5,1
204513,32440,6,1
204513,30597,7,1
204513,5450,8,1
204513,20338,9,1
204513,46284,10,1
204513,45930,11,1
204513,45589,12,1
204513,42240,13,1
204513,23046,14,1
204513,11586,15,1
204513,3800,16,1
204513,4591,17,0
204513,23117,18,0
204513,15134,19,1
204513,35096,20,0
204513,928,21,1
204513,20708,22,1
204513,11773,23,0
204739,40396,1,1
204739,27845,2,1
205145,19261,1,0
205145,47141,2,0
205145,31040,3,0
205145,19678,4,0
205145,49610,5,0
205145,44961,6,0
205145,16988,7,0
205972,19691,1,1
205972,13575,2,1
205972,21903,3,1
205972,33768,4,1
205972,666,5,0
206330,3339,1,0
206330,27344,2,0
206330,45066,3,0
206330,45368,4,1
206330,18465,5,0
206330,14992,6,0
206330,12872,7,1
206330,28985,8,0
206330,40706,9,0
206330,15937,10,0
206330,47626,11,0
206330,40878,12,1
206522,9076,1,1
206522,23791,2,1
206522,28934,3,1
206522,30391,4,1
206522,21903,5,1
206522,24830,6,1
206522,10644,7,0
206522,41950,8,0
210162,20828,1,1
210162,23410,2,1
210162,47357,3,1
210162,21472,4,1
210162,15618,5,1
210162,15923,6,1
210300,24852,1,1
210300,46584,2,1
210300,31557,3,1
210300,19086,4,0
210300,11352,5,1
210300,18599,6,1
210300,38400,7,0
210305,22993,1,1
210305,11286,2,0
210305,13176,3,1
210305,16396,4,1
210305,47209,5,1
210305,21347,6,0
210305,10804,7,1
210305,8903,8,0
210305,21216,9,1
210305,24082,10,1
210305,16113,11,0
210305,11199,12,0
210305,30290,13,0
210305,22220,14,0
210305,22825,15,0
210305,28199,16,0
210305,3481,17,0
210305,45551,18,0
210305,43122,19,0
210305,7912,20,1
210305,4269,21,0
210305,3855,22,0
210305,27122,23,0
210305,35750,24,0
210305,27683,25,1
213367,11930,1,0
213367,32096,2,0
213367,40604,3,1
213367,36085,4,0
213367,19446,5,1
213434,21903,1,1
213434,162,2,0
213434,5785,3,1
213434,4920,4,1
213434,27966,5,1
213434,8277,6,1
213434,32465,7,1
213434,38562,8,1
213434,25718,9,1
213434,25305,10,1
213434,26298,11,1
213434,7781,12,1
213434,2452,13,1
213434,33754,14,1
213434,4957,15,1
213434,49215,16,1
213434,5212,17,1
213434,47900,18,1
213434,18883,19,1
213434,36205,20,1
213434,8056,21,1
213434,42442,22,1
213434,34214,23,1
213434,22825,24,1
213434,6179,25,1
213434,22827,26,1
213434,34137,27,1
213434,36944,28,0
213434,46979,29,1
213434,10749,30,0
213434,25705,31,0
213434,8193,32,1
213434,45364,33,0
214912,28769,1,1
214912,32648,2,1
214912,43713,3,1
214912,30442,4,1
214912,27086,5,1
214912,13176,6,1
214912,45007,7,1
214912,8277,8,1
214912,21137,9,1
214912,46969,10,1
214912,45948,11,1
214912,48628,12,0
214912,42637,13,1
214912,2426,14,0
214912,26283,15,0
214912,9000,16,0
214912,8518,17,0
214912,31553,18,0
214912,12341,19,0
214912,40554,20,1
214912,34666,21,0
215255,15404,1,0
215255,2180,2,1
215255,41729,3,0
215255,17795,4,0
215255,39922,5,0
215255,1663,6,0
215255,42413,7,0
215255,43459,8,0
215255,25422,9,0
215255,28911,10,0
215255,5067,11,0
215255,49605,12,0
215533,23296,1,1
215533,33548,2,1
215533,32272,3,1
215533,44278,4,1
215533,37215,5,1
215533,24852,6,1
215533,23360,7,0
215533,38693,8,0
215533,34234,9,1
215533,46979,10,0
215533,42269,11,0
215533,39787,12,0
215533,7175,13,0
215734,24838,1,0
215734,34126,2,1
215734,24964,3,1
215734,10621,4,0
215734,10749,5,0
215734,44359,6,1
215734,22935,7,1
215734,24497,8,0
215734,46755,9,1
215734,20392,10,1
215734,19862,11,0
215734,48057,12,1
215831,25017,1,1
215920,28601,1,1
215920,47766,2,1
215920,34530,3,1
217022,38267,1,1
217022,23729,2,1
217022,19057,3,0
217123,49259,1,1
217123,20734,2,0
217123,20842,3,1
217434,6184,1,0
217434,35470,2,1
217434,44683,3,0
217434,30406,4,0
217434,21292,5,0
217434,9839,6,0
217434,12542,7,0
217434,6087,8,0
219278,38200,1,1
219278,27796,2,1
219470,20995,1,1
219470,17191,2,1
219470,35939,3,1
219470,8174,4,1
219470,14218,5,1
219470,22089,6,1
219470,26940,7,0
219470,13852,8,1
219470,24964,9,1
219470,44449,10,1
219470,4656,11,1
219470,10565,12,0
219470,47652,13,1
219470,47209,14,1
219470,30639,15,0
219470,18418,16,1
219470,46906,17,1
220286,17122,1,1
220286,6184,2,1
220286,48762,3,1
220286,42265,4,1
220286,32689,5,1
220286,28371,6,1
220286,32455,7,1
220286,43867,8,0
220286,40294,9,0
220610,33337,1,0
220610,40174,2,1
220610,8021,3,0
220610,14971,4,1
220610,5334,5,0
221417,27086,1,1
221417,13304,2,1
221711,48697,1,0
222048,12316,1,1
222275,39330,1,0
222275,22666,2,1
222275,15166,3,0
222275,27239,4,0
222275,36280,5,0
222275,27463,6,0
222275,42175,7,0
222376,31717,1,1
222376,33279,2,1
222376,7021,3,1
222376,24852,4,1
222376,11520,5,1
222376,28204,6,1
222376,5589,7,1
222376,28601,8,1
222376,40479,9,0
222376,2156,10,0
222376,6873,11,0
222376,10854,12,0
222376,1158,13,0
222376,17948,14,0
222376,28553,15,0
222376,2228,16,0
222376,21903,17,1
222376,6522,18,1
222376,24009,19,0
222376,25886,20,0
222376,37717,21,1
222376,22395,22,0
222376,24964,23,1
222376,24764,24,0
222605,42342,1,1
222605,49175,2,1
222605,48679,3,1
222710,39993,1,1
222710,20580,2,1
222710,41273,3,0
222710,34230,4,0
222710,15221,5,0
222710,15842,6,0
222710,9203,7,0
222710,2301,8,0
222710,37895,9,0
222710,49343,10,0
222710,25191,11,0
222710,27796,12,0
222710,27651,13,0
222710,43203,14,0
222710,47652,15,0
222720,12099,1,1
222720,27845,2,1
222720,24235,3,1
222720,19678,4,0
222720,16759,5,0
222720,18531,6,0
222720,23734,7,0
222720,36070,8,0
222720,47630,9,0
222720,22825,10,0
222884,12206,1,1
222884,31273,2,1
222884,15280,3,1
222884,21195,4,1
222884,8174,5,1
222884,14235,6,1
222884,21137,7,1
222884,27845,8,1
222884,35951,9,1
222884,19057,10,1
222884,27966,11,1
222884,13176,12,1
222884,18234,13,1
222884,20734,14,1
222884,3957,15,1
222884,41950,16,1
222884,4287,17,1
222884,16953,18,1
222884,46969,19,1
223560,24561,1,0
223560,30233,2,1
223560,13176,3,0
223560,21137,4,1
223560,24535,5,1
223560,1463,6,1
223560,5077,7,1
223560,17706,8,1
223560,31618,9,1
223560,5907,10,1
223560,34530,11,0
223560,16759,12,1
223560,4605,13,1
223560,44359,14,1
223560,38419,15,0
223560,33884,16,1
223560,34126,17,1
223560,34358,18,1
223560,23054,19,0
223560,47626,20,1
223560,43086,21,1
223560,5450,22,1
223560,7948,23,0
223560,49583,24,1
223813,44683,1,1
223813,13176,2,1
223813,37687,3,1
223813,21292,4,1
223813,38440,5,0
223842,49,1,0
223842,4605,2,1
223842,18479,3,0
223842,44987,4,0
223842,27104,5,1
223842,39024,6,0
223842,39121,7,1
223842,47766,8,1
223842,4920,9,1
223842,24852,10,1
223842,32729,11,0
223842,42265,12,1
224635,26604,1,1
225133,27845,1,1
225133,39475,2,1
225133,39032,3,1
225133,33768,4,1
225133,20191,5,1
225133,21137,6,0
225133,9595,7,0
225133,16995,8,1
225133,37664,9,0
225133,20144,10,1
225133,39275,11,1
225133,14147,12,0
225133,39411,13,1
225133,40203,14,1
225133,35370,15,1
225133,14252,16,1
225133,12481,17,1
225133,28156,18,1
225133,48226,19,0
225401,32478,1,1
225401,11266,2,1
225401,4920,3,1
225830,17795,1,1
225830,35163,2,1
225830,13756,3,0
225830,42265,4,1
225830,22260,5,1
225830,3583,6,1
225830,38647,7,1
225830,17628,8,1
225830,20649,9,1
225830,48775,10,1
225830,405,11,1
225830,10749,12,0
225830,18479,13,1
225830,10246,14,1
225830,8174,15,1
225830,37067,16,1
225830,21405,17,1
225830,46667,18,1
225830,31727,19,1
225830,37646,20,1
225830,26315,21,0
226533,19660,1,1
226533,14477,2,1
227072,19677,1,1
227072,41328,2,1
227072,31433,3,0
227072,41844,4,0
227072,6187,5,0
227072,39216,6,0
227072,12384,7,1
227072,3738,8,0
227072,9666,9,1
227072,47209,10,1
227072,13176,11,1
227072,26728,12,1
227072,30072,13,1
227072,38383,14,1
227072,79,15,1
227072,18027,16,1
227072,35163,17,1
227072,26209,18,1
227072,33825,19,1
227072,29405,20,1
227072,47626,21,1
227072,33690,22,0
227072,23165,23,0
227072,35510,24,0
227072,581,25,0
227072,19678,26,1
227072,41376,27,0
228042,45007,1,0
228042,48825,2,0
228042,36933,3,0
228042,28506,4,0
228042,41950,5,1
228042,39984,6,0
228042,43469,7,0
228042,15040,8,0
228042,46667,9,1
228042,29675,10,0
228042,1244,11,0
228042,43768,12,0
228042,10749,13,0
228042,26369,14,1
228042,47734,15,0
228042,11182,16,1
228042,41220,17,0
228042,8854,18,0
228042,37001,19,0
228042,5791,20,0
228042,39732,21,0
228042,2846,22,1
228042,9092,23,0
228536,39475,1,1
228536,33731,2,1
228536,7746,3,1
228536,25687,4,0
228536,23480,5,0
228536,17884,6,1
228536,12409,7,0
228536,18761,8,0
228635,36913,1,0
228635,39363,2,0
228635,9475,3,0
229318,27531,1,1
229318,6297,2,1
229318,20144,3,1
229318,49241,4,1
229318,47931,5,1
229318,11520,6,1
229318,28441,7,1
229318,6825,8,1
229318,48199,9,1
229318,47626,10,1
229318,10096,11,1
229318,10201,12,1
229318,45615,13,1
229318,44860,14,1
229318,41540,15,1
229318,28725,16,1
229318,26761,17,1
229318,11182,18,1
229318,16349,19,1
229335,37623,1,1
229335,24243,2,1
229335,26209,3,1
229335,13176,4,1
229335,6962,5,1
229335,34668,6,1
229335,41950,7,1
229335,24184,8,1
229335,45007,9,1
229335,37646,10,1
229335,34243,11,0
229335,30391,12,0
229335,11777,13,0
229335,40386,14,0
229335,14129,15,0
229458,27086,1,0
229458,31555,2,0
229458,40706,3,0
229458,24489,4,1
229458,21903,5,1
229458,48679,6,1
229458,21616,7,1
229458,13176,8,1
229458,27105,9,1
229458,33401,10,1
229458,42719,11,1
231252,22281,1,1
231252,18567,2,1
231252,46667,3,1
231252,30559,4,0
231721,13176,1,1
231721,39928,2,1
231721,2265,3,1
231721,19660,4,1
231721,47209,5,1
231721,27845,6,1
231721,33733,7,1
231721,27966,8,1
231721,21903,9,1
231721,25330,10,1
231721,21169,11,1
231721,30391,12,1
231721,30481,13,1
231721,4600,14,1
231721,23765,15,1
231721,26209,16,1
231721,15576,17,1
231721,47167,18,1
231721,19311,19,1
231721,39097,20,1
231721,5161,21,1
231721,20327,22,1
231721,47900,23,1
231721,46916,24,1
231721,5876,25,1
231721,25824,26,1
231721,21137,27,1
231721,11437,28,1
231721,6343,29,1
231721,9807,30,1
231721,16641,31,1
231721,39561,32,1
231721,26201,33,1
231721,40709,34,1
231721,1668,35,1
231721,19446,36,0
231721,20114,37,1
231721,24830,38,0
231721,40706,39,1
231853,42824,1,0
231853,17794,2,0
231853,9955,3,0
231853,48679,4,0
231853,28330,5,0
231853,3142,6,0
231853,2450,7,0
231853,40706,8,0
231853,26032,9,0
231853,27156,10,0
231855,25659,1,0
231855,24852,2,1
231855,31354,3,1
231855,42495,4,1
231855,1158,5,1
231855,5973,6,1
231855,21681,7,1
231855,8555,8,1
232314,31504,1,1
232314,36976,2,1
232314,47717,3,1
